replicon	Assembly	Accession	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_24	RloC__RloC	24	defense-finder-models/DefenseFinder/RloC/RloC	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_RloC_2	1	1	1	1	1	RloC__RloC	mandatory	720	7.5e-69	228.9	0.995	0.978	1	704	NA		RloC	RloC	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_68	RM__Type_I_REases_FAM_0.einsi_trimmed	68	defense-finder-models/RM/RM/RM_Type_I	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1040	9.1e-256	847.6	0.993	0.978	4	1020	NA	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_69	RM__Type_I_S_06	69	defense-finder-models/RM/RM/RM_Type_I	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_S_01	mandatory	434	1.6e-54	181.3	0.739	0.97	2	422	NA	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_70	RM__Type_I_MTases_FAM_0	70	defense-finder-models/RM/RM/RM_Type_I	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	505	2.7e-181	599.7	0.979	0.984	6	502	NA	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_71	Gabija__GajA	71	defense-finder-models/DefenseFinder/Gabija/Gabija	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_Gabija_1	1	1	1	2	1	Gabija__GajA	mandatory	688	6.9e-126	417.2	0.989	0.999	1	687	NA		Gabija	Gabija	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_72	Gabija__GajB_1	72	defense-finder-models/DefenseFinder/Gabija/Gabija	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_Gabija_1	1	1	1	2	1	Gabija__GajB_1	mandatory	583	9.3e-85	281	0.933	0.966	8	570	NA		Gabija	Gabija	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_445	RM_Type_II__Type_II_REase28	445	defense-finder-models/RM/RM/RM_Type_II	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_REase01	mandatory	532	8.4e-56	186.1	0.967	0.97	2	517	NA		RM	RM_Type_II	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_446	RM_Type_II__Type_II_MTases_FAM_2	446	defense-finder-models/RM/RM/RM_Type_II	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_MTases_FAM_0	mandatory	403	1.8e-105	348.5	0.984	0.789	11	328	NA		RM	RM_Type_II	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_447	RM_Type_II__Type_II_REase38	447	defense-finder-models/RM/RM/RM_Type_II	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_REase01	mandatory	921	9.5e-105	347.3	0.818	0.904	84	916	NA		RM	RM_Type_II	Defense
GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp	GCF_022832895.1	NZ_CP094859.1	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_453	RM_Type_II__Type_II_MTases_FAM_2	453	defense-finder-models/RM/RM/RM_Type_II	GCF_022832895.1_NZ_CP094859.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_MTases_FAM_0	mandatory	418	1.4e-54	181.2	0.968	0.969	4	408	NA		RM	RM_Type_II	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_25	RloC__RloC	25	defense-finder-models/DefenseFinder/RloC/RloC	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_RloC_2	1	1	1	1	1	RloC__RloC	mandatory	538	3.9e-54	180.2	0.667	0.926	25	522	NA		RloC	RloC	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_69	RM__Type_I_REases_FAM_0.einsi_trimmed	69	defense-finder-models/RM/RM/RM_Type_I	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1040	9.1e-256	847.6	0.993	0.978	4	1020	NA	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_70	RM__Type_I_S_06	70	defense-finder-models/RM/RM/RM_Type_I	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_S_01	mandatory	434	1.7e-54	181.3	0.739	0.97	2	422	NA	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_71	RM__Type_I_MTases_FAM_0	71	defense-finder-models/RM/RM/RM_Type_I	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	490	9.8e-174	574.8	0.979	0.984	6	487	NA	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_72	Gabija__GajA	72	defense-finder-models/DefenseFinder/Gabija/Gabija	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_Gabija_1	1	1	1	2	1	Gabija__GajA	mandatory	688	7e-126	417.2	0.989	0.999	1	687	NA		Gabija	Gabija	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_73	Gabija__GajB_1	73	defense-finder-models/DefenseFinder/Gabija/Gabija	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_Gabija_1	1	1	1	2	1	Gabija__GajB_1	mandatory	583	9.3e-85	281	0.933	0.966	8	570	NA		Gabija	Gabija	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_446	RM_Type_II__Type_II_REase28	446	defense-finder-models/RM/RM/RM_Type_II	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_REase01	mandatory	532	8.4e-56	186.1	0.967	0.97	2	517	NA		RM	RM_Type_II	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_447	RM_Type_II__Type_II_MTases_FAM_2	447	defense-finder-models/RM/RM/RM_Type_II	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_MTases_FAM_0	mandatory	403	1.8e-105	348.5	0.984	0.789	11	328	NA		RM	RM_Type_II	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_448	RM_Type_II__Type_II_REase38	448	defense-finder-models/RM/RM/RM_Type_II	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_REase01	mandatory	921	9.5e-105	347.3	0.818	0.904	84	916	NA		RM	RM_Type_II	Defense
GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp	GCF_022832915.1	NZ_CP094865.1	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_454	RM_Type_II__Type_II_MTases_FAM_2	454	defense-finder-models/RM/RM/RM_Type_II	GCF_022832915.1_NZ_CP094865.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_MTases_FAM_0	mandatory	418	1.4e-54	181.2	0.968	0.969	4	408	NA		RM	RM_Type_II	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_24	RloC__RloC	24	defense-finder-models/DefenseFinder/RloC/RloC	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_RloC_2	1	1	1	1	1	RloC__RloC	mandatory	720	7.6e-69	228.9	0.995	0.978	1	704	NA		RloC	RloC	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_69	RM__Type_I_REases_FAM_0.einsi_trimmed	69	defense-finder-models/RM/RM/RM_Type_I	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1040	9.1e-256	847.6	0.993	0.978	4	1020	NA	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_70	RM__Type_I_S_06	70	defense-finder-models/RM/RM/RM_Type_I	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_S_01	mandatory	434	1.7e-54	181.3	0.739	0.97	2	422	NA	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_71	RM__Type_I_MTases_FAM_0	71	defense-finder-models/RM/RM/RM_Type_I	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	505	2.7e-181	599.7	0.979	0.984	6	502	NA	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_72	Gabija__GajA	72	defense-finder-models/DefenseFinder/Gabija/Gabija	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_Gabija_1	1	1	1	2	1	Gabija__GajA	mandatory	688	7e-126	417.2	0.989	0.999	1	687	NA		Gabija	Gabija	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_73	Gabija__GajB_1	73	defense-finder-models/DefenseFinder/Gabija/Gabija	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_Gabija_1	1	1	1	2	1	Gabija__GajB_1	mandatory	583	9.3e-85	281	0.933	0.966	8	570	NA		Gabija	Gabija	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_447	RM_Type_II__Type_II_REase28	447	defense-finder-models/RM/RM/RM_Type_II	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_REase01	mandatory	532	8.4e-56	186.1	0.967	0.97	2	517	NA		RM	RM_Type_II	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_448	RM_Type_II__Type_II_MTases_FAM_2	448	defense-finder-models/RM/RM/RM_Type_II	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_MTases_FAM_0	mandatory	403	1.8e-105	348.5	0.984	0.789	11	328	NA		RM	RM_Type_II	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_449	RM_Type_II__Type_II_REase38	449	defense-finder-models/RM/RM/RM_Type_II	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_REase01	mandatory	921	9.5e-105	347.3	0.818	0.904	84	916	NA		RM	RM_Type_II	Defense
GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp	GCF_022832935.1	NZ_CP094872.1	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_454	RM_Type_II__Type_II_MTases_FAM_2	454	defense-finder-models/RM/RM/RM_Type_II	GCF_022832935.1_NZ_CP094872.1_dnaA0_rlmHplus1Mbp_RM_Type_II_5	1	1	1	2	2	RM_Type_II__Type_II_MTases_FAM_0	mandatory	418	1.4e-54	181.2	0.968	0.969	4	408	NA		RM	RM_Type_II	Defense
GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp	GCF_023547085.1	NZ_CP097512.1	GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp_45	AbiJ__AbiJ	45	defense-finder-models/DefenseFinder/AbiJ/AbiJ	GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp_AbiJ_1	1	1	1	1	1	AbiJ__AbiJ	mandatory	267	2e-11	39.6	0.613	0.693	77	261	NA	NA	AbiJ	AbiJ	Defense
GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp	GCF_023547085.1	NZ_CP097512.1	GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp_674	acriia21	674	defense-finder-models/ADF/Anti_CRISPR/acriia21	GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp_acriia21_2	1	1	0.071	1	1	acriia21	mandatory	289	3.7e-33	110.1	0.868	0.37	13	119	NA	NA	Anti_CRISPR	acriia21	Antidefense
GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp	GCF_023547085.1	NZ_CP097512.1	GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp_704	acriia21	704	defense-finder-models/ADF/Anti_CRISPR/acriia21	GCF_023547085.1_NZ_CP097512.1_dnaA0_rlmHplus1Mbp_acriia21_3	1	1	0.071	1	1	acriia21	mandatory	128	9e-34	112.1	0.899	0.867	5	115	NA	NA	Anti_CRISPR	acriia21	Antidefense
GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp	GCF_023547105.1	NZ_CP097514.1	GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp_45	AbiJ__AbiJ	45	defense-finder-models/DefenseFinder/AbiJ/AbiJ	GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp_AbiJ_1	1	1	1	1	1	AbiJ__AbiJ	mandatory	267	2e-11	39.6	0.613	0.693	77	261	NA	NA	AbiJ	AbiJ	Defense
GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp	GCF_023547105.1	NZ_CP097514.1	GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp_675	acriia21	675	defense-finder-models/ADF/Anti_CRISPR/acriia21	GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp_acriia21_2	1	1	0.071	1	1	acriia21	mandatory	289	3.7e-33	110.1	0.868	0.37	13	119	NA	NA	Anti_CRISPR	acriia21	Antidefense
GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp	GCF_023547105.1	NZ_CP097514.1	GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp_706	acriia21	706	defense-finder-models/ADF/Anti_CRISPR/acriia21	GCF_023547105.1_NZ_CP097514.1_dnaA0_rlmHplus1Mbp_acriia21_3	1	1	0.071	1	1	acriia21	mandatory	128	9.1e-34	112.1	0.899	0.867	5	115	NA	NA	Anti_CRISPR	acriia21	Antidefense
GCF_023547125.1_NZ_CP097519.1_dnaA0_rlmHplus1Mbp	GCF_023547125.1	NZ_CP097519.1	GCF_023547125.1_NZ_CP097519.1_dnaA0_rlmHplus1Mbp_45	AbiJ__AbiJ	45	defense-finder-models/DefenseFinder/AbiJ/AbiJ	GCF_023547125.1_NZ_CP097519.1_dnaA0_rlmHplus1Mbp_AbiJ_1	1	1	1	1	1	AbiJ__AbiJ	mandatory	267	6.5e-11	37.9	0.662	0.753	61	261	NA	NA	AbiJ	AbiJ	Defense
GCF_023547125.1_NZ_CP097519.1_dnaA0_rlmHplus1Mbp	GCF_023547125.1	NZ_CP097519.1	GCF_023547125.1_NZ_CP097519.1_dnaA0_rlmHplus1Mbp_885	acriia21	885	defense-finder-models/ADF/Anti_CRISPR/acriia21	GCF_023547125.1_NZ_CP097519.1_dnaA0_rlmHplus1Mbp_acriia21_2	1	1	0.071	1	1	acriia21	mandatory	150	2.7e-24	81.4	0.845	0.707	13	118	NA	NA	Anti_CRISPR	acriia21	Antidefense
GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp	GCF_024204725.1	NZ_CP093170.1	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_24	RloC__RloC	24	defense-finder-models/DefenseFinder/RloC/RloC	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_RloC_1	1	1	1	1	1	RloC__RloC	mandatory	567	1.7e-51	171.6	0.818	0.989	1	561	NA		RloC	RloC	Defense
GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp	GCF_024204725.1	NZ_CP093170.1	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_50	RM__Type_I_REases_FAM_0.einsi_trimmed	50	defense-finder-models/RM/RM/RM_Type_I	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1040	4.2e-256	848.7	0.993	0.978	4	1020	NA	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp	GCF_024204725.1	NZ_CP093170.1	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_51	RM__Type_I_S_06	51	defense-finder-models/RM/RM/RM_Type_I	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_S_01	mandatory	421	1.1e-49	165.5	0.736	0.967	3	409	NA	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp	GCF_024204725.1	NZ_CP093170.1	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_52	RM__Type_I_MTases_FAM_0	52	defense-finder-models/RM/RM/RM_Type_I	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_RM_Type_I_3	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	505	6.5e-182	601.8	0.979	0.984	6	502	NA	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_PrrC_2	RM	RM_Type_I	Defense
GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp	GCF_024204725.1	NZ_CP093170.1	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_55	RM_Type_IIG__Type_IIG_3	55	defense-finder-models/RM/RM/RM_Type_IIG	GCF_024204725.1_NZ_CP093170.1_dnaA0_rlmHplus1Mbp_RM_Type_IIG_4	1	1	0.167	1	1	RM_Type_IIG__Type_IIG_3	mandatory	1091	7e-119	394.5	0.844	0.952	33	1071	NA		RM	RM_Type_IIG	Defense
GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp	GCF_024204745.1	NZ_CP093173.1	GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp_40	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	40	defense-finder-models/RM/RM/RM_Type_III	GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp_RM_Type_III_1	1	1	1	2	2	RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed	mandatory	851	9.9e-69	228.1	0.91	0.935	23	818	NA	NA	RM	RM_Type_III	Defense
GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp	GCF_024204745.1	NZ_CP093173.1	GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp_41	RM_Type_III__Type_III_MTases_FAM_1	41	defense-finder-models/RM/RM/RM_Type_III	GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp_RM_Type_III_1	1	1	1	2	2	RM_Type_III__Type_III_MTases_FAM_0	mandatory	664	2.1e-188	623.9	0.75	0.8	130	660	NA	NA	RM	RM_Type_III	Defense
GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp	GCF_024204745.1	NZ_CP093173.1	GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp_42	RM_Type_III__Type_III_MTases_FAM_0	42	defense-finder-models/RM/RM/RM_Type_III	GCF_024204745.1_NZ_CP093173.1_dnaA0_rlmHplus1Mbp_RM_Type_III_1	1	1	1	2	2	RM_Type_III__Type_III_MTases_FAM_0	mandatory	614	6.7e-91	301.9	0.777	0.78	104	582	NA	NA	RM	RM_Type_III	Defense
GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp	GCF_024204765.1	NZ_CP093179.1	GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp_93	AbiG__AbiGii	93	defense-finder-models/DefenseFinder/AbiG/AbiG	GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp_AbiG_2	1	1	1	2	1	AbiG__AbiGii	mandatory	407	2.9e-09	32.3	0.877	0.872	26	380	NA		AbiG	AbiG	Defense
GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp	GCF_024204765.1	NZ_CP093179.1	GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp_94	AbiG__AbiGi	94	defense-finder-models/DefenseFinder/AbiG/AbiG	GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp_AbiG_2	1	1	1	2	1	AbiG__AbiGi	mandatory	271	4.4e-59	196	0.962	0.974	6	269	NA		AbiG	AbiG	Defense
GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp	GCF_024204765.1	NZ_CP093179.1	GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp_95	RM__Type_I_MTases_FAM_0	95	defense-finder-models/RM/RM/RM_Type_I	GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp_RM_Type_I_4	1	1	1	3	1	RM__Type_I_MTases_FAM_0	mandatory	505	4.4e-181	599	0.979	0.984	6	502	NA	GCF_024204765.1_NZ_CP093179.1_dnaA0_rlmHplus1Mbp_PrrC_3	RM	RM_Type_I	Defense
